date,station,daily_rainfall_total,highest_30_min_rainfall,highest_60_min_rainfall,highest_120_min_rainfall,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
2009-12-10,Admiralty,0,na,na,na,27.4,31.1,25.2,12.8,39.6
2009-12-11,Admiralty,0,na,na,na,27.3,31.2,24.8,12.5,36.7
2009-12-12,Admiralty,0,na,na,na,27.3,31.5,24.8,12.3,38.2
2009-12-13,Admiralty,5.4,na,na,na,27.2,31,24.5,9.3,34.6
2009-12-14,Admiralty,0,na,na,na,27.6,31.1,25.9,10.5,34.9
2009-12-15,Admiralty,1.8,na,na,na,27.6,32.9,25.7,7.6,32
2009-12-16,Admiralty,5.8,na,na,na,27.2,32,24.9,8.4,34.2
2009-12-17,Admiralty,12.4,na,na,na,26.4,29.3,24.7,5.6,34.6
2009-12-18,Admiralty,0,na,na,na,26.9,29.6,25,7.2,25.6
2009-12-19,Admiralty,9.2,na,na,na,25.5,28,24.3,7.9,31
2009-12-20,Admiralty,0,na,na,na,26.4,29.9,24.3,10.4,40.3
2009-12-21,Admiralty,4,na,na,na,26.8,29.9,25,13.5,54.4
2009-12-22,Admiralty,1.2,na,na,na,26.6,29.8,24.7,12.6,51.1
2009-12-23,Admiralty,4,na,na,na,27.1,29.6,25.4,12.6,42.1
2009-12-24,Admiralty,5.6,na,na,na,25.5,26.4,24.8,10.3,33.5
2009-12-25,Admiralty,0,na,na,na,27,31,24.5,6.3,32.4
2009-12-26,Admiralty,5.4,na,na,na,26,31,24.6,7.2,32
2009-12-27,Admiralty,2.2,na,na,na,26.1,29.7,24.5,9.8,37.4
2009-12-28,Admiralty,1,na,na,na,26.4,29,24.4,8.4,30.2
2009-12-29,Admiralty,0,na,na,na,27,30.4,25,8.6,25.9
2009-12-30,Admiralty,0,na,na,na,27,30.1,25.1,8.6,25.2
2009-12-31,Admiralty,0,na,na,na,27.2,30.6,25,10.6,35.6
2010-01-01,Admiralty,6.8,na,na,na,26.9,31.9,25,7.2,24.8
2010-01-02,Admiralty,0.6,na,na,na,27,31.5,24.5,6.2,24.5
2010-01-03,Admiralty,7,na,na,na,27.4,31.7,25.5,8.5,32
2010-01-04,Admiralty,0.2,na,na,na,26.1,29.6,23.1,8.7,44.3
2010-01-05,Admiralty,0,na,na,na,27.2,33.3,24.4,8.8,33.5
2010-01-06,Admiralty,12.4,na,na,na,27.7,31.7,25.8,9,32.4
2010-01-07,Admiralty,2,na,na,na,25.7,28.4,22.8,9.3,51.1
2010-01-08,Admiralty,2.8,na,na,na,26.4,30.4,23.9,10.8,45.7
2010-01-09,Admiralty,0,na,na,na,26.9,30.6,24.7,11.5,38.5
2010-01-10,Admiralty,0,na,na,na,27,31.7,24.1,8.1,28.8
2010-01-11,Admiralty,0,na,na,na,27.3,31.9,24.1,8.9,29.2
2010-01-12,Admiralty,0,na,na,na,27,31.7,24.6,9.7,38.9
2010-01-13,Admiralty,0,na,na,na,26.7,29.7,25.2,10.4,38.9
2010-01-14,Admiralty,0,na,na,na,26.8,29.8,25.1,12.2,43.6
2010-01-15,Admiralty,0,na,na,na,26.6,29.8,24.5,12.7,42.8
2010-01-16,Admiralty,0,na,na,na,27,30.1,24.7,11.6,36.7
2010-01-17,Admiralty,0,na,na,na,27.3,31.3,24.6,13.6,37.4
2010-01-18,Admiralty,0,na,na,na,26.8,30.8,24.9,12.6,47.5
2010-01-19,Admiralty,0,na,na,na,27.1,32,24.6,7.5,37.1
2010-01-20,Admiralty,0.2,na,na,na,27.4,33.1,24.8,7.8,29.2
2010-01-21,Admiralty,39,na,na,na,27.2,31.3,23.6,9.4,30.6
2010-01-22,Admiralty,24,na,na,na,26.2,30.6,21.6,7.9,49.3
2010-01-23,Admiralty,0,na,na,na,27.6,31.6,24.8,12,34.9
2010-01-24,Admiralty,0,na,na,na,27.4,31.6,25.2,12.5,37.4
2010-01-25,Admiralty,0,na,na,na,27.3,31.5,24.9,13,38.2
2010-01-26,Admiralty,0,na,na,na,27.5,31.3,24.9,11.8,37.8
2010-01-27,Admiralty,2.4,na,na,na,27.2,30,25.3,12.7,42.8
2010-01-28,Admiralty,4.2,na,na,na,27.3,31.2,25.2,12.2,38.2
2010-01-29,Admiralty,7.2,na,na,na,27.2,31.4,25.1,11.4,37.4
2010-01-30,Admiralty,0,na,na,na,27.4,30.8,25.1,11.3,35.3
2010-01-31,Admiralty,0,na,na,na,27.7,31.2,25.6,11.2,34.9
2010-02-01,Admiralty,0,na,na,na,27.4,32,24.8,10.5,37.4
2010-02-02,Admiralty,0,na,na,na,27.8,34.6,24.1,9.6,32.4
2010-02-03,Admiralty,0,na,na,na,27.9,33.4,25,11.8,37.1
2010-02-04,Admiralty,0,na,na,na,28.1,32.1,25.6,12.2,37.4
2010-02-05,Admiralty,40.4,na,na,na,26.7,32.5,22.1,8,58.7
2010-02-06,Admiralty,0,na,na,na,27.9,31.8,25,10.2,36.7
2010-02-07,Admiralty,0,na,na,na,28,32.3,25.4,12.1,35.6
2010-02-08,Admiralty,0,na,na,na,28.1,32.5,25.6,11.8,34.9
2010-02-09,Admiralty,0,na,na,na,27.7,32.1,25.4,11.7,42.8
2010-02-10,Admiralty,0,na,na,na,28.2,31.7,25.7,12,40.3
2010-02-11,Admiralty,0,na,na,na,28.1,31.6,26,12.5,39.6
2010-02-12,Admiralty,0,na,na,na,28.4,33.3,25.2,12.1,40
2010-02-13,Admiralty,0,na,na,na,28.3,32.4,25.6,13.3,44.3
2010-02-14,Admiralty,0,na,na,na,28.2,32.2,25.4,11.4,36.4
2010-02-15,Admiralty,0,na,na,na,28,31.5,26.1,11,38.5
2010-02-16,Admiralty,0,na,na,na,28.5,32.5,26,13.1,41.8
2010-02-17,Admiralty,0.4,na,na,na,28.1,31.8,25.5,12.8,41.8
2010-02-18,Admiralty,2,na,na,na,27.7,31.2,25.7,13.8,52.9
2010-02-19,Admiralty,0,na,na,na,27.8,31.3,25.1,9.5,30.2
2010-02-20,Admiralty,0,na,na,na,27.7,30.8,25.6,10.4,36.7
2010-02-21,Admiralty,41.6,na,na,na,27.5,32,24.4,10.4,45.7
2010-02-22,Admiralty,0,na,na,na,28.3,32.6,25.5,9.8,39.2
2010-02-23,Admiralty,0,na,na,na,28.4,33.8,25.5,11,33.5
2010-02-24,Admiralty,0,na,na,na,28.5,33.9,25.3,10.9,34.2
2010-02-25,Admiralty,0,na,na,na,29,35.1,26.3,10.2,33.8
2010-02-26,Admiralty,0,na,na,na,28.9,35.3,26.5,9.4,29.9
2010-02-27,Admiralty,0,na,na,na,28.8,34,26,9.6,31
2010-02-28,Admiralty,0,na,na,na,29.1,34.2,26.2,10.6,32
2010-03-01,Admiralty,33.6,na,na,na,28.6,34.3,26.2,9.6,34.2
2010-03-02,Admiralty,0,na,na,na,28.8,33.9,25.9,9.7,32
2010-03-03,Admiralty,0,na,na,na,28.9,35.7,26.1,9.4,32
2010-03-04,Admiralty,0.2,na,na,na,28.9,36.6,25.4,9.7,33.8
2010-03-05,Admiralty,0,na,na,na,28.7,33.6,26.1,10.7,36
2010-03-06,Admiralty,0,na,na,na,29,36,25.6,9.2,29.9
2010-03-07,Admiralty,0,na,na,na,29.4,35.2,26.2,9.6,30.6
2010-03-08,Admiralty,42.6,na,na,na,28.4,34.4,24.5,9.1,36.7
2010-03-09,Admiralty,30.2,na,na,na,28.9,35.8,26.1,6.3,31.7
2010-03-10,Admiralty,3.4,na,na,na,27.8,31,24.7,11.2,50
2010-03-11,Admiralty,0,na,na,na,28.1,32.3,25.4,10.3,40.3
2010-03-12,Admiralty,3.6,na,na,na,28.5,32.2,26.6,11.2,37.1
2010-03-13,Admiralty,0,na,na,na,28.2,31,26.3,8.7,30.6
2010-03-14,Admiralty,9.6,na,na,na,27.5,32.9,26,6.9,37.8
2010-03-15,Admiralty,5.4,na,na,na,27.9,32.3,26,6.8,37.4
2010-03-16,Admiralty,2.4,na,na,na,27.2,29.1,25.6,8.6,34.2
2010-03-17,Admiralty,0,na,na,na,28.6,33,25.4,10.6,39.2
2010-03-18,Admiralty,37.8,na,na,na,26.9,31.1,23.5,11.2,60.1
2010-03-19,Admiralty,15.6,na,na,na,26.2,31.3,24.4,10.2,40
2010-03-20,Admiralty,8.8,na,na,na,25,25.9,24.2,9.1,28.1
2010-03-21,Admiralty,0.2,na,na,na,27.3,32.1,24.5,7.7,31.3
2010-03-22,Admiralty,0,na,na,na,27.9,33.1,25.6,8.4,35.6
2010-03-23,Admiralty,4.4,na,na,na,27.9,31.2,24.5,6.1,37.8
2010-03-24,Admiralty,0,na,na,na,na,34.6,25.1,8.2,26.3
2010-03-25,Admiralty,11,na,na,na,na,32.9,24.8,7.9,33.1
2010-03-26,Admiralty,4.4,na,na,na,na,32.5,25.3,6.1,49.7
2010-03-27,Admiralty,0,na,na,na,na,32.6,25.5,10.5,36.4
2010-03-28,Admiralty,0,na,na,na,na,32.9,25.5,11.4,35.6
2010-03-29,Admiralty,66.6,na,na,na,na,na,na,7.7,37.1
2010-03-30,Admiralty,27.2,na,na,na,27.1,32.1,24.6,5.6,28.8
2010-03-31,Admiralty,0,na,na,na,27.5,31.4,25.3,6.9,30.6
2010-04-01,Admiralty,5,na,na,na,28,32.4,25.1,6.2,50
2010-04-02,Admiralty,0.2,na,na,na,28.3,32.1,25.9,6.3,25.9
2010-04-03,Admiralty,58.4,na,na,na,26.9,32.8,24.2,8.7,42.5
2010-04-04,Admiralty,11.4,na,na,na,25.3,27.6,23.2,4.7,38.2
2010-04-05,Admiralty,30.8,na,na,na,27.1,32.7,24.1,7.4,50
2010-04-06,Admiralty,0.2,na,na,na,29.2,34,25.1,9.1,27.7
2010-04-07,Admiralty,0,na,na,na,29.6,33.8,26.4,10.2,33.1
2010-04-08,Admiralty,0,na,na,na,29.2,34.3,26.4,8.9,30.2
2010-04-09,Admiralty,10.6,na,na,na,28.9,33.5,26.9,8.5,29.2
2010-04-10,Admiralty,0,na,na,na,27.8,30.4,25.6,8.9,39.2
2010-04-11,Admiralty,0,na,na,na,29.5,35.6,26,7.3,28.4
2010-04-12,Admiralty,10.8,na,na,na,29.6,36,25.8,7.6,28.1
2010-04-13,Admiralty,43.4,na,na,na,28.2,34.8,24,7.2,36.4
2010-04-14,Admiralty,0.2,na,na,na,28.6,34.4,24.8,9.2,39.6
2010-04-15,Admiralty,37.8,na,na,na,28.6,35.2,24.2,8.1,34.9
2010-04-16,Admiralty,34.4,na,na,na,27.6,32.9,24.9,6.7,40.7
2010-04-17,Admiralty,2.4,na,na,na,27.9,34.8,25.3,7.6,37.4
2010-04-18,Admiralty,0.6,na,na,na,27.5,31.7,25.4,5.9,35.3
2010-04-19,Admiralty,7,na,na,na,27.9,33.8,24.2,5.8,44.6
2010-04-20,Admiralty,6.8,na,na,na,27.6,32.4,25.3,7.1,34.6
2010-04-21,Admiralty,0,na,na,na,28.4,33.7,23.9,5.1,28.1
2010-04-22,Admiralty,61,na,na,na,28.1,34.6,23.1,6.2,31.7
2010-04-23,Admiralty,48.4,na,na,na,28.2,36.1,23,5.8,48.2
2010-04-24,Admiralty,1.8,na,na,na,27.7,34.9,25.7,6.1,33.1
2010-04-25,Admiralty,0,na,na,na,28.5,32,25.8,8.7,34.9
2010-04-26,Admiralty,70.6,na,na,na,26.4,29.3,23.7,6.2,24.5
2010-04-27,Admiralty,0,na,na,na,28.5,34.6,25,6.1,32.4
2010-04-28,Admiralty,3.6,na,na,na,28.5,34.5,25.6,5.4,39.2
2010-04-29,Admiralty,27.2,na,na,na,28.2,33.7,24.7,6.4,46.1
2010-04-30,Admiralty,0,na,na,na,29.3,33.2,25.8,10,36
2010-05-01,Admiralty,0,na,na,na,29.8,35.3,26.8,8.3,27.4
2010-05-02,Admiralty,0,na,na,na,29.6,35.1,26.9,9.2,32.8
2010-05-03,Admiralty,45.2,na,na,na,29.1,32.7,25.2,8,30.6
2010-05-04,Admiralty,0,na,na,na,29.9,35.3,27.1,7,41.4
2010-05-05,Admiralty,0.4,na,na,na,29.8,33.8,27.4,8,34.6
2010-05-06,Admiralty,0,na,na,na,30.1,33.6,27.7,9.4,34.2
2010-05-07,Admiralty,0,na,na,na,30.1,36,26.6,7,36
2010-05-08,Admiralty,3.8,na,na,na,29.3,34.4,26.4,6.8,33.1
2010-05-09,Admiralty,32.6,na,na,na,28,34.3,24.2,6.1,38.9
2010-05-10,Admiralty,1.6,na,na,na,28.4,34.5,25.6,5,29.5
2010-05-11,Admiralty,29,na,na,na,28.5,34.2,24.6,5.6,39.2
2010-05-12,Admiralty,0,na,na,na,29.2,34.3,26.1,5.8,31.3
2010-05-13,Admiralty,0.8,na,na,na,28.4,34,26.6,5.4,38.2
2010-05-14,Admiralty,4.6,na,na,na,28.3,33,26.3,4.8,27.7
2010-05-15,Admiralty,0,na,na,na,29,33.2,25.1,8.6,52.6
2010-05-16,Admiralty,32,na,na,na,28.6,36,23.2,7.6,41
2010-05-17,Admiralty,1.2,na,na,na,27.9,31.3,23.4,8.1,49.7
2010-05-18,Admiralty,2.2,na,na,na,28.6,34,26.2,10.4,38.2
2010-05-19,Admiralty,2.4,na,na,na,27,29.7,25,7.2,43.6
2010-05-20,Admiralty,0.8,na,na,na,28.8,35,26.8,4.8,27.4
2010-05-21,Admiralty,0,na,na,na,29.4,34.9,26.5,5.1,18.4
2010-05-22,Admiralty,6.4,na,na,na,27.6,29.6,24.7,7.1,36.4
2010-05-23,Admiralty,0,na,na,na,29.6,34.4,25.8,5.7,25.9
2010-05-24,Admiralty,0,na,na,na,29.5,33.4,26.8,5.4,24.5
2010-05-25,Admiralty,4.6,na,na,na,29.6,34.8,26.5,5,27
2010-05-26,Admiralty,0,na,na,na,30.3,34.5,26.5,5.9,24.8
2010-05-27,Admiralty,0,na,na,na,29.5,34.9,26.1,6,27.7
2010-05-28,Admiralty,5.4,na,na,na,28.3,33.1,26,6.3,34.2
2010-05-29,Admiralty,0,na,na,na,28.5,35,24.7,5.3,33.1
2010-05-30,Admiralty,3,na,na,na,27.6,31.6,25.6,6.6,39.2
2010-05-31,Admiralty,0.8,na,na,na,27.5,30.5,25,5.7,23
2010-06-01,Admiralty,2.4,na,na,na,28.8,32.5,25.8,4.7,21.6
2010-06-02,Admiralty,0.4,na,na,na,28.2,31.4,25,6.9,39.6
2010-06-03,Admiralty,15,na,na,na,29.3,34,26.1,5.4,35.6
2010-06-04,Admiralty,18.4,na,na,na,27.9,33.4,24.9,5,33.5
2010-06-05,Admiralty,0,na,na,na,27.6,30.2,25.8,7.7,37.8
2010-06-06,Admiralty,0.2,na,na,na,28.9,31.3,26.7,7.8,41
2010-06-07,Admiralty,0.2,na,na,na,28.3,31.4,25.4,8.1,40.7
2010-06-08,Admiralty,1.2,na,na,na,26.7,27.7,26.1,6,25.6
2010-06-09,Admiralty,0,na,na,na,28.1,33.5,25.6,5.5,27.4
2010-06-10,Admiralty,1,na,na,na,27.2,29.5,25.8,7.2,22.7
2010-06-11,Admiralty,0,na,na,na,29.2,32.4,26.3,6.8,22.7
2010-06-12,Admiralty,14.6,na,na,na,28,32.6,26.1,6.4,25.9
2010-06-13,Admiralty,67.6,na,na,na,27.1,33,21.8,5.5,78.8
2010-06-14,Admiralty,30,na,na,na,27.4,31.2,24.2,5.6,41
2010-06-15,Admiralty,1,na,na,na,27.8,32.1,24.6,5.5,30.6
2010-06-16,Admiralty,13.2,na,na,na,25.9,28.4,23.6,6.8,47.5
2010-06-17,Admiralty,0,na,na,na,28,32.7,24.3,6,29.5
2010-06-18,Admiralty,1.6,na,na,na,28.5,30.6,25.9,3.9,27.7
2010-06-19,Admiralty,0.2,na,na,na,28.4,31.9,26.3,5.7,29.2
2010-06-20,Admiralty,0,na,na,na,28.4,33,24.9,5.6,24.8
2010-06-21,Admiralty,0,na,na,na,29.6,32.5,27.9,6.6,28.8
2010-06-22,Admiralty,4.4,na,na,na,28.3,30.5,24.5,7.1,41
2010-06-23,Admiralty,71,na,na,na,26.4,30.5,23,7.9,40.7
2010-06-24,Admiralty,15.6,na,na,na,28.2,31.7,25.1,8.2,33.1
2010-06-25,Admiralty,42.8,na,na,na,26.2,28.2,23.3,11.2,59
2010-06-26,Admiralty,2.4,na,na,na,28.6,32.6,25.9,5,24.5
2010-06-27,Admiralty,8.6,na,na,na,27.5,30.4,24,5.9,40
2010-06-28,Admiralty,0.4,na,na,na,28.4,31.5,26.1,5,26.3
2010-06-29,Admiralty,0,na,na,na,28.7,32.4,25.7,6.6,28.8
2010-06-30,Admiralty,0,na,na,na,28.6,32.9,26.2,6.1,25.6
2010-08-01,Admiralty,1,na,na,na,25.4,28.2,22,10.7,72.7
2010-08-02,Admiralty,0.2,na,na,na,28.2,32.7,25,5.5,26.6
2010-08-03,Admiralty,1.2,na,na,na,28.5,32.1,25,6,28.4
2010-08-04,Admiralty,14,na,na,na,27.3,30.6,23.7,7.2,35.3
2010-08-05,Admiralty,0.2,na,na,na,28.4,32.1,25.7,5.1,28.4
2010-08-06,Admiralty,3.2,na,na,na,29.1,32.8,26.9,5.3,26.6
2010-08-07,Admiralty,24.2,na,na,na,27.2,28.7,23.4,5.9,51.5
2010-08-08,Admiralty,0,na,na,na,28.6,32.6,25.9,5.7,21.2
2010-08-09,Admiralty,1,na,na,na,28.7,32.5,24.4,7.1,35.3
2010-08-10,Admiralty,0.8,na,na,na,28.9,33,24,7.6,54.4
2010-08-11,Admiralty,15.2,na,na,na,27,32.8,22.4,7.1,58.7
2010-08-12,Admiralty,0,na,na,na,28.3,32.8,23.8,6.7,28.4
2010-08-13,Admiralty,9.4,na,na,na,28.1,32.9,25.7,7.6,39.2
2010-08-14,Admiralty,1,na,na,na,27.1,32.1,24.1,7.4,40.7
2010-08-15,Admiralty,0.6,na,na,na,27.3,29.6,25.4,5.2,24.8
2010-08-16,Admiralty,6.8,na,na,na,26.6,30.2,24.8,4.8,27.7
2010-08-17,Admiralty,22.8,na,na,na,27.2,34.4,24.5,6.2,38.2
2010-08-18,Admiralty,1,na,na,na,26.5,28.9,24.7,7,31.7
2010-08-19,Admiralty,54.2,na,na,na,26.9,29.9,23.9,5.7,47.9
2010-08-20,Admiralty,7.2,na,na,na,25.6,27.4,23.8,5.9,28.1
2010-08-21,Admiralty,0,na,na,na,27.5,32.2,24.3,4.3,19.4
2010-08-22,Admiralty,3.4,na,na,na,28,34.3,25.1,5.6,28.8
2010-08-23,Admiralty,24.8,na,na,na,26.6,31.5,23.2,8,45
2010-08-24,Admiralty,0.2,na,na,na,28.2,33.6,24.3,8.1,36.4
2010-08-25,Admiralty,0,na,na,na,28.6,32.4,25.7,6.2,28.8
2010-08-26,Admiralty,0,na,na,na,29.5,33.4,25.7,6.3,34.2
2010-08-27,Admiralty,37.6,na,na,na,27.3,30.7,23,4.8,35.6
2010-08-28,Admiralty,0,na,na,na,28.7,33.1,24.6,8.1,45.4
2010-08-29,Admiralty,1,na,na,na,27.8,31.4,25,6,37.1
2010-08-30,Admiralty,0.4,na,na,na,27.2,31.2,25.7,6.3,42.8
2010-08-31,Admiralty,0,na,na,na,28.3,32.7,24.2,6,25.6
2010-09-01,Admiralty,0,na,na,na,29.1,33.2,26.5,7.4,33.1
2010-09-02,Admiralty,0,na,na,na,29.2,32.5,26.9,7,31.3
2010-09-03,Admiralty,na,na,na,na,28.9,31.4,27.1,8.2,37.1
2010-09-04,Admiralty,9,na,na,na,28.8,32.1,26.2,6.9,24.1
2010-09-05,Admiralty,5.6,na,na,na,26.3,29.2,23.2,7.9,38.2
2010-09-06,Admiralty,12.6,na,na,na,26.4,31.9,23.3,6.3,50.4
2010-09-07,Admiralty,0,na,na,na,28.3,33.9,23.9,7,25.9
2010-09-08,Admiralty,50.8,na,na,na,26.2,29.8,23.4,5.9,33.1
2010-09-09,Admiralty,0,na,na,na,28.5,33.8,25.1,5.6,22.7
2010-09-10,Admiralty,9,na,na,na,26.7,30.2,24.1,7.7,30.6
2010-09-11,Admiralty,0,na,na,na,28.5,33.2,24.1,6.7,25.2
2010-09-12,Admiralty,0,na,na,na,28.2,32.5,25.3,7.9,28.1
2010-09-13,Admiralty,0,na,na,na,29,33.8,25.1,5.9,25.9
2010-09-14,Admiralty,3.8,na,na,na,29.1,34.3,25.6,7,41.8
2010-09-15,Admiralty,8.4,na,na,na,27.5,31.8,23.3,7.4,48.2
2010-09-16,Admiralty,0,na,na,na,28.2,31.9,25.2,6.5,28.4
2010-09-17,Admiralty,6.8,na,na,na,26.5,28.2,24.2,6,39.2
2010-09-18,Admiralty,0,na,na,na,28,32.1,25.2,5.2,27.7
2010-09-19,Admiralty,0,na,na,na,29,34.2,25.3,6.1,26.3
2010-09-20,Admiralty,0,na,na,na,28.4,33.8,26.4,5.9,45.4
2010-09-21,Admiralty,0,na,na,na,27.7,32.2,25.1,5.6,27.7
2010-09-22,Admiralty,20.8,na,na,na,27,32.7,24.2,4.6,47.9
2010-09-23,Admiralty,14.2,na,na,na,26.8,32.5,24.3,5.5,43.2
2010-09-24,Admiralty,7,na,na,na,26.7,31.9,24.9,5.9,28.4
2010-09-25,Admiralty,6.2,na,na,na,26.9,29.9,25,5.4,27.7
2010-09-26,Admiralty,0,na,na,na,28.1,32.5,25.1,4.8,24.1
2010-09-27,Admiralty,13.6,na,na,na,26.5,31.4,24.9,5.2,55.1
2010-09-28,Admiralty,0.8,na,na,na,26.6,30,24.2,6.1,22.7
2010-09-29,Admiralty,7.4,na,na,na,27.3,32.3,25,7.5,33.5
2010-09-30,Admiralty,4,na,na,na,26.5,30.2,25.1,7.5,53.3
2010-10-01,Admiralty,0.2,na,na,na,28.3,32.5,24.9,5.2,23.8
2010-10-02,Admiralty,24,na,na,na,28.8,32.4,25,5.8,32.4
2010-10-03,Admiralty,0,na,na,na,28.2,32.1,24.4,6.9,42.5
2010-10-04,Admiralty,20,na,na,na,27.8,31.9,24.3,6,47.5
2010-10-05,Admiralty,0,na,na,na,28.7,32.9,25.5,7,31.3
2010-10-06,Admiralty,0,na,na,na,28.2,31.9,25.6,7.5,27
2010-10-07,Admiralty,0.2,na,na,na,26.9,29,25.4,5,26.3
2010-10-08,Admiralty,0,na,na,na,28.5,33.1,24.8,6,21.2
2010-10-09,Admiralty,0,na,na,na,29.6,33.6,26,7.8,35.6
2010-10-10,Admiralty,0,na,na,na,30,32.6,27.9,10.2,39.2
2010-10-11,Admiralty,4.8,na,na,na,29.6,33,26.8,7.4,32.4
2010-10-12,Admiralty,6.2,na,na,na,28.4,32.4,25.3,5.7,38.2
2010-10-13,Admiralty,0.4,na,na,na,27.5,30.4,23.8,6.7,45.4
2010-10-14,Admiralty,0,na,na,na,29.5,32.2,26.5,8,39.6
2010-10-15,Admiralty,0,na,na,na,29.8,32.8,27.1,9,41.4
2010-10-16,Admiralty,2.6,na,na,na,30.2,33.6,26.8,8,40.7
2010-10-17,Admiralty,3.8,na,na,na,28.9,32.5,24.9,5.7,32
2010-10-18,Admiralty,0,na,na,na,29,34.2,26.2,6,42.1
2010-10-19,Admiralty,0,na,na,na,27.9,30.7,25.7,6.3,34.2
2010-10-20,Admiralty,0,na,na,na,28,33.6,25.6,6.1,31.3
2010-10-21,Admiralty,0,na,na,na,27.8,29.6,25.6,5.3,25.9
2010-10-22,Admiralty,0,na,na,na,28.4,31.3,26.7,4.8,17.3
2010-10-23,Admiralty,68.8,na,na,na,26.9,33.6,23.1,7.4,33.5
2010-10-24,Admiralty,6,na,na,na,26.1,29.9,23.9,6.3,37.8
2010-10-25,Admiralty,0.6,na,na,na,27,29.9,25.5,5.3,19.8
2010-10-26,Admiralty,7.2,na,na,na,27.6,31.2,24.2,9.3,40
2010-10-27,Admiralty,0.4,na,na,na,26.2,28.2,23.3,8.8,39.2
2010-10-28,Admiralty,12.4,na,na,na,27.9,31.9,25.1,8,31.7
2010-10-29,Admiralty,19.2,na,na,na,27.1,32,22.7,9.8,58.3
2010-10-30,Admiralty,1.2,na,na,na,26.9,31.4,22.7,8.6,46.1
2010-10-31,Admiralty,28.2,na,na,na,27.6,30.9,25.1,11.1,37.1
2010-11-01,Admiralty,4.4,na,na,na,27.7,31.1,23.1,15.6,52.9
2010-11-02,Admiralty,0,na,na,na,28,31.4,24.3,7.5,30.2
2010-11-03,Admiralty,1.2,na,na,na,29.9,34.2,26.9,6.9,32
2010-11-04,Admiralty,0,na,na,na,28.5,30.8,24.9,5.3,27.4
2010-11-05,Admiralty,0.4,na,na,na,27.9,32.3,25.9,7.2,31.7
2010-11-06,Admiralty,4.8,na,na,na,27.4,32.5,23.8,8.7,34.2
2010-11-07,Admiralty,4.8,na,na,na,26.5,30.7,23.8,9.6,38.9
2010-11-08,Admiralty,4,na,na,na,26.9,29.9,24.3,7.8,33.1
2010-11-09,Admiralty,2.8,na,na,na,26.5,28,24.2,7.4,33.8
2010-11-10,Admiralty,0,na,na,na,28.1,32.1,25.9,7,36.4
2010-11-11,Admiralty,1.2,na,na,na,26.7,30.9,25.3,6.7,37.8
2010-11-12,Admiralty,0,na,na,na,27,30.3,24.9,9.7,36.4
2010-11-13,Admiralty,22,na,na,na,27.1,34.4,24.3,7.2,43.9
2010-11-14,Admiralty,16,na,na,na,25.5,31.6,23.9,6.3,27.4
2010-11-15,Admiralty,1.4,na,na,na,26.5,29.8,24.2,6.8,28.4
2010-11-16,Admiralty,42.4,na,na,na,26.3,33.3,23.7,6.6,28.1
2010-11-17,Admiralty,16.8,na,na,na,25.7,31.4,24.5,4.9,28.4
2010-11-18,Admiralty,0,na,na,na,26.7,31.9,23.8,6.2,36
2010-11-19,Admiralty,19.8,na,na,na,27.6,33.1,24.3,5.6,27.4
2010-11-20,Admiralty,5.4,na,na,na,26.3,29.9,24.9,5,36.4
2010-11-21,Admiralty,0.4,na,na,na,27.6,32.3,24.4,5.5,22
2010-11-22,Admiralty,0,na,na,na,28.4,33.3,25.4,6.2,22.3
2010-11-23,Admiralty,22.4,na,na,na,27.5,32.7,25.1,5.6,25.6
2010-11-24,Admiralty,17.4,na,na,na,26.5,32.5,24.4,6.7,40.7
2010-11-25,Admiralty,39.4,na,na,na,25.8,33.3,22.7,8.3,52.2
2010-11-26,Admiralty,2.2,na,na,na,27,31.4,23.5,6.3,20.2
2010-11-27,Admiralty,4.8,na,na,na,27.6,33.2,25,4.7,38.9
2010-11-28,Admiralty,10,na,na,na,27.1,31.3,24.3,5.9,32.4
2010-11-29,Admiralty,63.8,na,na,na,25.8,30.4,23.9,6.1,32.8
2010-11-30,Admiralty,69.4,na,na,na,26.6,32.8,22.7,6.3,43.2
2010-12-01,Admiralty,0,na,na,na,27.5,31.3,24.8,5,25.9
2010-12-02,Admiralty,36.2,na,na,na,26.7,33.7,22.5,8.6,53.6
2010-12-03,Admiralty,4,na,na,na,26,31.4,23.5,9.1,53.6
2010-12-04,Admiralty,0.4,na,na,na,26.1,27.6,24.7,8.5,31
2010-12-05,Admiralty,0,na,na,na,27.5,32.6,24.7,10.3,40.7
2010-12-06,Admiralty,2,na,na,na,26.7,32,24.8,7.5,32.4
2010-12-07,Admiralty,0.4,na,na,na,27.4,31.7,24.9,7.9,31
2010-12-08,Admiralty,0,na,na,na,27.2,31.7,25.1,8.6,29.2
2010-12-09,Admiralty,0,na,na,na,26.2,28.6,24.9,8.2,37.8
2010-12-10,Admiralty,0,na,na,na,27.2,30.7,24.8,4.8,18.4
2010-12-11,Admiralty,0.6,na,na,na,27.7,31.6,25.5,7.2,29.2
2010-12-12,Admiralty,0,na,na,na,28.2,32.5,25.2,8.7,39.6
2010-12-13,Admiralty,2.2,na,na,na,27.2,31.1,24.9,8.2,37.8
2010-12-14,Admiralty,0,na,na,na,28,33.3,24.6,7.6,31
2010-12-15,Admiralty,2.6,na,na,na,27.3,32.8,24.5,8.4,31.7
